geo,text,user,user_location
,"If you’re going to be an airport, be Barcelona El-Prat, with an outdoor terrace to soak up the last rays of sun bef… https://t.co/kGPu8s7sMM",markmackinnon,Ukraine
,Flights have been taking off all weekend from Biggin Hill (where #mufc use as an airport for offices in London) to… https://t.co/uSVnvbo54I,manc_dm,
,Headed to the airport now for #SaaStrEuropa   Who’s gonna be in Barcelona?,KevinMulrane,"New Jersey, USA"
,Flight Number #BA486 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,"FYI, don’t ever try to run the entire length of Barcelona Airport T1 in a pair of flip flops! 🙈 And certainly not w… https://t.co/PxqwzsI9P1",frannyvitti,"Málaga, España"
,Algeria Two bodies found in the landing gear of a plane that was going to fly from Algiers Airport to Barcelona https://t.co/DSYOJ12bRt,avsec_pro,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",stanCamila02,"Distrito Federal, México"
,"@b0wseytoffeetit Driving from the airport to Barcelona you pass the estrella brewery, it is mahoosive. Wanted to just stop there",ds1122334,
,@LaraCParizotto @alexandrabulat @Ryanair Ryanair have been doing this at Barcelona airport at least since 2016 (Twi… https://t.co/qzTMiDJ0vX,StephW2W,"East Anglia, UK"
,Flight Number #BA480 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,Attention Vueling Airlines passengers! Were you scheduled to be on flight VY7828 from Barcelona International Airpo… https://t.co/kcYXSIZLxY,Flight_Patrol,
,Attention Vueling Airlines passengers! Were you scheduled to be on flight VY7829 from London Gatwick Airport to Bar… https://t.co/9So2zn2hUP,Flight_Patrol,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",emily0312__,"Johor Bahru, Johor"
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",ImSeliel,she/her
,"RT @Natalie98152083: @mrjamesob Just spent a long weekend in Barcelona I can confirm that B'ham airport an utter disaster, no ground staff…",MaryCox09118863,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",MJDC1STWIN,
,"Get to Barcelona, runner picks me up front the airport. Mercedes passenger van. Just me. 10 min on the freeway...mo… https://t.co/4l2zC319Rd",six7music,Los Angeles
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",Sunikhaos,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",WongChakLui2,
,Car Hire at Barcelona Airport https://t.co/Uj0Q3SmVSW,_Barcelona__,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",Alex_local_owl,+1
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",BassistBaddest,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",OT7_DREAMERS,
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",Fallenarte,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",itsjeobabys,Silent Night
,@RonanFarrow @NewYorker You  confirm you ignore absolutely everything about Spain: It was clear form the moment you… https://t.co/gYPGMR8Xje,maxlios,"Alcorcón, Comunidad de Madrid"
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",puppyuyuyoo,reading manhwas 24/7
,Attention all Vueling Airlines passengers. Were you on flight VY1821 on 1st June 2022 from Hamburg Airport to Barce… https://t.co/5AmPk45Ldi,bedoor_issa,Deutschland-UAE
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",walkingalonee,Republic of the Philippines
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",primequeenw,🇲🇨 - no pronouns 
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",Corneli99420083,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",thegodPyraD,In your dream
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",Loiuse_12,"she/her, minor!"
,@austrian  we rushed to the airport and found that there were no flights for the day to Barcelona which could let u… https://t.co/B1mJgmeEpG,PankajMathurs,
,"‼️‼️𝗕𝗥𝗘𝗔𝗞𝗜𝗡𝗚 𝗡𝗘𝗪𝗦‼️‼️

✈️BELFAST CITY AIRPORT - BARCELONA✈️ FLIGHTS REDUCED TO 📣 £1pp 📣 ON ALL DATES IN THE MONTH O… https://t.co/KfMHsaeLZY",jencallister,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",Soyeon4ever214,"Texas, USA"
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",panpannn001,CAT48
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",godjorjor,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",MultiF15,
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",DC7SF9,"Gahsing,Hwitae"
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",Pabolandcitizen,Neverland 
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",deukaez7,
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",limjoon_,평행우주♡
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",cottonvaniIIa,she/her
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",Moonlightyong,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",Kinben17,
,Attention all Vueling Airlines passengers. Were you on flight VY7829 on 3rd June 2022 from London Gatwick Airport t… https://t.co/9MxhJU1WzM,ClaimDelay,"Manchester, England"
,Attention all Vueling Airlines passengers. Were you on flight VY7828 on 3rd June 2022 from Barcelona International… https://t.co/GgEONbywoE,ClaimDelay,"Manchester, England"
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",MiNaRiN96606720,
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",jr_09_,
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",amanda_ying94,Hong Kong
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",PNM0110Myself07,Insomnia
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",ccaspermin,"Bangkok, Thailand"
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",yoohnphyo,Myanmar
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",PJYTWICE1997,มัมมี๊น้องก้า🤏🏻
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",GK_buddynsomnia,InSomnia Buddy Na.V LuvU
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",imabol123,Indonesia
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",yoohyncrush,Grand line 
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",Unclepoop1,
,"RT @Retr0Soul7: @minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup artist post…",dc_dystopia_s,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",Dreamca13713380,
,"@minjiubinnie I'm wondering if they used private jet charter from Munich to Barcelona lol
based on their makeup art… https://t.co/sBvPqg9ZlS",Retr0Soul7,Dream World
,"Any airport pics from Barcelona?
 #DREAMCATCHERInSpain",MikooTroll,she/her 
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",Auroyooh,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",Astrea_lr,
,Flight Number #BA484 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",alivebutjust,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",p28ofladyonfire,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",deukbear,she/they | enfj ♎
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",lovekimyooh,04.20.2022 - ❤️
,10 minutes to get through check in and security at Barcelona airport. Top tip if you’re flying here….use EasyJet as… https://t.co/CyhB6JaEyY,Mrpauldawson,
,"RT @ddiddirere: Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera is also…",ldilectusl,Paradise is where I am 
,"Okay so for those not in Barcelona etc, airport to centre is not far at all, about 30 minutes. Centre to primavera… https://t.co/bHlyx7ddz5",ddiddirere,in dreamcatcher lore
,#Vueling flight from #Malaga to #Barcelona is clear for take off - Live #weather Cams https://t.co/XOyMeJqf2k https://t.co/fUveqO6dGM,meteo365_es,#Málaga Spanien España Spain
,I have a broken bone in my foot and l barely can walk. Last night I was anxious thinking about my trip to Toronto b… https://t.co/mq0WSiqILw,isabl,"Toronto, Ontario"
,Flight Number #BA472 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,"RT @lowtheband: Man, they gotta pay their baggage handles better at Schipol airport in Amsterdam. They have been striking on and off all su…",yonietweets,Netherlands
,Bus from Biarritz Airport to San Sebastian https://t.co/vbgpVBUZC7,_Barcelona__,
,Thank you @LPL_Airport for a super speedy process today. Well worth the security fast pass bought through… https://t.co/CgbxcKW3jt,JennyLyons7,"Stoke-on-Trent, England"
,Taxis from Barcelona Airport to the City https://t.co/wQjYBXBFhW,_Barcelona__,
,@ClaraJeffery Daughter did in Barcelona in March the day before We left. Covid testing site specifically for travel… https://t.co/ImNBUrw0Kt,4thcornergal,"Pacific Northwest, USA, by way"
,Insomnia are sweating about Dreamcatcher not landing yet but we don't know what time their flight left and it takes… https://t.co/W983C1SiE4,WhirlwinDigo,"Buffalo, NY"
,"@JoJoFromJerz Fwiw. Gas near the Barcelona airport is about 2euro per liter

&gt;$8/gallon",Scr0dman,FL
,@allegramariaD @Conservatives I went through Barcelona airport a couple of weeks ago - no queue at security.  Peopl… https://t.co/vxuO0Krc0J,LeeTaylbythesea,
,Always remember throwing up from a migraine in Barcelona airport and being worried they wouldn’t let me on the flig… https://t.co/MtIoe7h5Ln,laurevans311,🏳️‍🌈 she/her
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,saribes,On/off Catalonia 🌍🌎🌏
,@moneyqueen3458 I work in the airport of Barcelona😅,Catbetty10,
,When the CIA tries to diversify. Barcelona airport. https://t.co/bZLoDaK4Hs,TraceyBarnett,"Auckland, New Zealand"
,"RT @SNNGroup: #NEWS
@ShannonAirport expects to welcome over 35,000 passengers this bank holiday weekend - an 87% return on passenger number…",whitney_deirdre,
,Attention easyJet passengers! Were you scheduled to be on flight U26030 from Barcelona International Airport to Bri… https://t.co/nTJ7HxyxgN,Flight_Patrol,
,easyJet Compensation Alert! Were you scheduled to be on flight U26029 from Bristol Airport to Barcelona Internation… https://t.co/N5vmWvP9Hd,Flight_Patrol,
,"RT @lowtheband: Man, they gotta pay their baggage handles better at Schipol airport in Amsterdam. They have been striking on and off all su…",JensHoken,
,Flight Number #BA482 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,We are beginning our vacation to Copenhagen Denmark and then to Barcelona Spain. Let the self care begin @ Los Ange… https://t.co/zpn6raiMlD,tonidnewman1,Los Angeles CA
,"Ok Humberto, Delgado Airport in Portugal. I forgive u.😂😍 U are a bad lover but I can't stop thinking about u. 🤗🥰 I'… https://t.co/a4Iy4FnK30",rayofliteindark,East Tennessee
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,smujal,Barcelona
,RT @assemblea_int: 🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) is not…,rositaladelcla1,
,Identity token - Barcelona airport 😬 https://t.co/wOjB8MgJY6,JuanPLafosse,
,"This blessed my eyes 
Literally ran from the Barcelona airport to catch this https://t.co/2EpYc5yGWw",urbotdaddy,"Brooklyn, NY"
,"With all of them hanging out on insta I'll assume they landed in Barcelona and are waiting to leave the airport xD 

https://t.co/zNisUwFWwH",Metalstryke,Germany
,🚫 Blaming the Catalan government for its denial of Barcelona's airport ampliation (due to environmental problems) i… https://t.co/G8e8PZ8r6n,assemblea_int,
,"The airport's 26 summer services are now back in full swing, including destinations Marseille, Malta and Barcelona.

https://t.co/3gBltT0J90",Live95Limerick,Limerick
,"RT @lowtheband: Man, they gotta pay their baggage handles better at Schipol airport in Amsterdam. They have been striking on and off all su…",Bangyourradio,Rotterdam / Capelle
,RT @ataccama: It was great to catch up with friends and colleagues at our recent Customer Advisory Board in #Barcelona! 🇪🇸 Have a look at s…,fcbenthusiast,better cities
,Floor of the Barcelona airport at 3am fit check https://t.co/bVfUCoP8ia,niloumahboob,
,Flight Number #BA486 From #LHR (London Heathrow) to #BCN (Barcelona Airport) has departed,LHRDepartureBot,
,@ddiddirere Barcelona airport is beeeeg,PunkerMachine,Arhelltina (ES/ENG) - He/him
,@buckley_cillian @Irelandwest @GalwayBeoOnline @poloconghaile @LADbibleGroup @Independent_ie Greatest check in serv… https://t.co/TQemTL6bLM,veefeeley,
,"RT @lowtheband: Man, they gotta pay their baggage handles better at Schipol airport in Amsterdam. They have been striking on and off all su…",Dubbelmono,
,"RT @lowtheband: Man, they gotta pay their baggage handles better at Schipol airport in Amsterdam. They have been striking on and off all su…",ggarenfeld,Tilburg
,"RT @lowtheband: Man, they gotta pay their baggage handles better at Schipol airport in Amsterdam. They have been striking on and off all su…",moonsocket,"Nova Scotia, Canada"
,Trains from Barcelona Airport to the City https://t.co/6aDIvFsiaJ,_Barcelona__,
,It was great to catch up with friends and colleagues at our recent Customer Advisory Board in #Barcelona! 🇪🇸 Have a… https://t.co/LZBhTP0stG,ataccama,
